PaperId,AuthorId,DisplayName,LastKnownAffiliationId,PaperCount
2092992291,2378538602,Zhang Xiong-wei,"",1
2001928066,2392760666,Debra E. Houry,150468666,120
2772945629,2439743822,David Weiss,200763008,5
1998640174,2489156824,Olga Lucia Pinzón Espitia,90803817,7
2784453193,2525787778,Guangyao Chen,159948400,2
2160782580,2558509779,Kathleen S. Slauson-Blevins,81365321,17
2558922780,2559410208,K Pawlowsky,887968799,2
2133620340,2571579197,Eugene R. Oetting,92446798,100
2121503240,2576754307,Marianne Hester,36234482,164
2152162142,2581215170,Miguel Lara,135369504,10
2142619907,2582847214,M. Pagnon,169645620,1
2170561238,2601409087,Rolf Becker,118564535,229
2603254027,2603840606,Weijia Wang,157773358,2
2342186543,2604470619,María Belén Herrero,"",1
2096397373,2607104932,Tom Grace,102322142,2
2801731383,2610919978,Nilgün Çöl,59738393,7
2582721727,2613884926,Amy J. Anderson,"",1
2068362345,2614332413,John Child,79619799,214
2803656267,2618174389,Jie Shen,161318765,9
2853703888,2619343721,Kasper Welbers,865915315,22
2410508014,2634020559,Rachel Francischi,"",2
2345398159,2646730313,Yunqi Zhao,26080491,2
1886183654,2661236547,John Zarifis,"",4
2582888139,2662931684,Xiufei Gao,"",1
2097090232,2663018709,Kimmett Edgar,110588058,1
2657455662,2667348589,James P. Ziliak,"",1
2555872562,2696080495,Ken N. Kuo,47519274,1
